id,params,result,time_s
1369,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=5",unsat,8.06909
1370,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=6",unsat,8.07957
1371,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=2",unsat,8.02131
1372,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=3",unsat,8.02783
1373,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=4",unsat,7.99682
1374,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=5",unsat,7.98332
1375,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=6",unsat,8.00168
1376,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=2",unsat,8.25445
1377,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=3",unsat,7.73169
1378,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=4",unsat,8.32915
1379,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=5",unsat,8.23881
1380,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=6",unsat,7.92494
1381,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=2",unsat,8.35079
1382,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=3",unsat,8.04724
1383,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=4",unsat,8.31385
1384,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=5",unsat,6.09925
1385,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=6",unsat,8.08771
1386,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=2",unsat,7.83957
1387,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=3",unsat,8.0995
1388,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=4",unsat,8.36851
1389,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=5",unsat,8.1319
1390,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=6",unsat,8.39236
1391,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=2",unsat,8.45489
1392,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=3",unsat,8.5926
1393,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=4",unsat,8.36605
1394,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=5",unsat,8.31361
1395,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=6",unsat,8.01497
1396,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=2",unsat,8.30463
1397,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=3",unsat,7.99025
1398,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=4",unsat,8.08878
1399,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=5",unsat,8.03677
1400,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=6",unsat,7.95156
1401,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=2",unsat,8.06636
1402,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=3",unsat,7.85093
1403,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=4",unsat,8.26751
1404,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=5",unsat,8.06416
1405,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=6",unsat,8.46954
1406,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=2",unsat,8.13366
1407,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=3",unsat,8.03579
1408,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=4",unsat,8.33532
1409,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=5",unsat,8.33662
1410,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=6",unsat,7.88319
1411,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=2",unsat,8.47535
1412,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=3",unsat,8.37302
1413,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=4",unsat,8.07686
1414,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=5",unsat,8.31356
1415,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=6",unsat,8.10459
1416,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=2",unsat,7.82425
1417,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=3",unsat,7.88538
1418,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=4",unsat,7.9934
1419,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=5",unsat,8.60342
1420,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=6",unsat,7.88624
1421,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=2",unsat,8.30558
1422,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=3",unsat,7.99123
1423,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=4",unsat,8.33929
1424,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=5",unsat,8.10933
1425,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=6",unsat,8.44646
1426,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=2",unsat,8.08171
1427,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=3",unsat,8.37998
1428,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=4",unsat,8.67192
1429,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=5",unsat,7.97014
1430,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=6",unsat,8.32564
1431,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=2",unsat,8.09316
1432,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=3",unsat,8.13651
1433,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=4",unsat,8.0023
1434,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=5",unsat,6.00774
1435,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=6",unsat,8.97379
1436,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=2",unsat,8.8105
1437,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=3",unsat,8.46355
1438,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=4",unsat,9.08943
1439,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=5",unsat,5.91271
1440,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=0,smt.arith.nl.horner=1,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=6",unsat,8.46889
1441,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=2",unsat,8.26738
1442,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=3",unsat,8.26066
1443,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=4",unsat,8.03381
1444,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=5",unsat,7.95596
1445,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=6",unsat,8.07581
1446,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=0,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=2",unsat,8.01678
