id,params,result,time_s
3454,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=5",unsat,6.20764
3455,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=6",unsat,8.40496
3456,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=2",unsat,7.98021
3457,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=3",unsat,8.39144
3458,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=4",unsat,8.94064
3459,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=5",unsat,8.01714
3460,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=6",unsat,8.39756
3461,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=2",unsat,8.51037
3462,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=3",unsat,8.0308
3463,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=4",unsat,7.78429
3464,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=5",unsat,8.46327
3465,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=6",unsat,8.51196
3466,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=2",unsat,8.11133
3467,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=3",unsat,7.70412
3468,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=4",unsat,8.33488
3469,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=5",unsat,8.79928
3470,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=6",unsat,8.12738
3471,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=2",unsat,8.45145
3472,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=3",unsat,8.09249
3473,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=4",unsat,8.37919
3474,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=5",unsat,8.04651
3475,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=6",unsat,8.43335
3476,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=2",unsat,8.53863
3477,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=3",unsat,8.08853
3478,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=4",unsat,8.66416
3479,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=5",unsat,8.71553
3480,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=0,smt.arith.nl.propagate_linear_monomials=1,smt.arith.nl.tangents=1,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=6",unsat,8.12931
3481,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=2",unsat,8.03846
3482,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=3",unsat,5.87422
3483,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=4",unsat,8.1495
3484,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=5",unsat,8.47739
3485,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=6",unsat,6.02846
3486,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=2",unsat,8.12154
3487,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=3",unsat,6.09713
3488,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=4",unsat,8.10173
3489,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=5",unsat,8.44993
3490,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=6",unsat,8.07807
3491,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=2",unsat,8.44699
3492,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=3",unsat,8.01457
3493,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=4",unsat,8.56273
3494,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=5",unsat,8.04248
3495,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=6",unsat,7.93302
3496,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=2",unsat,7.86694
3497,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=3",unsat,8.47414
3498,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=4",unsat,8.09527
3499,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=5",unsat,8.37737
3500,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=6",unsat,8.1194
3501,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=2",unsat,8.02872
3502,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=3",unsat,8.60978
3503,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=4",unsat,7.87421
3504,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=5",unsat,8.64446
3505,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=6",unsat,7.95559
3506,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=2",unsat,8.58604
3507,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=3",unsat,8.34862
3508,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=4",unsat,7.95927
3509,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=5",unsat,8.35276
3510,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=0,smt.arith.nl.delay=10,smt.arith.nl.horner_frequency=6",unsat,8.14234
3511,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=2",unsat,8.33623
3512,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=3",unsat,8.08632
3513,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=4",unsat,8.67257
3514,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=5",unsat,5.97698
3515,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=5,smt.arith.nl.horner_frequency=6",unsat,7.90211
3516,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=2",unsat,8.01884
3517,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=3",unsat,7.86977
3518,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=4",unsat,7.88231
3519,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=5",unsat,8.08987
3520,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=6,smt.arith.nl.horner_frequency=6",unsat,8.69582
3521,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=2",unsat,8.31133
3522,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=3",unsat,7.92466
3523,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=4",unsat,8.1611
3524,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=5",unsat,7.93171
3525,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=7,smt.arith.nl.horner_frequency=6",unsat,7.98423
3526,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=2",unsat,8.43625
3527,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=3",unsat,8.47633
3528,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=4",unsat,8.08858
3529,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=5",unsat,8.45133
3530,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=8,smt.arith.nl.horner_frequency=6",unsat,8.08939
3531,"smt.arith.nl.branching=0,smt.arith.nl.cross_nested=1,smt.arith.nl.expensive_patching=1,smt.arith.nl.gb=1,smt.arith.nl.horner=0,smt.arith.nl.optimize_bounds=1,smt.arith.nl.propagate_linear_monomials=0,smt.arith.nl.tangents=1,smt.arith.nl.delay=9,smt.arith.nl.horner_frequency=2",unsat,7.88959
