"File","SZS","ExitCode","Seconds"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ082^1.p","Theorem","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\NUN\NUN129^1.p","Timeout","0","10.05"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ083^1.p","Theorem","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ084^1.p","Theorem","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\NUN\NUN130^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\NUN\NUN131^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ085^1.p","Theorem","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\NUN\NUN132^1.p","Timeout","0","10.06"
"C:\TPTP\TPTP-v9.3.1\Problems\PHI\PHI001^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ090^5.p","Theorem","0","0.06"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ088^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ091^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ092^5.p","Theorem","0","0.06"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ093^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ095^5.p","CounterSatisfiable","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ097^5.p","CounterSatisfiable","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ096^5.p","GaveUp","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ100^5.p","Theorem","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ099^5.p","CounterSatisfiable","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ101^5.p","CounterSatisfiable","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ102^5.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ103^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ104^5.p","Theorem","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ106^5.p","GaveUp","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\PHI\PHI003^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ105^5.p","GaveUp","0","0.15"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ107^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ109^5.p","Theorem","0","0.11"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ108^5.p","GaveUp","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ110^5.p","Theorem","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ111^5.p","CounterSatisfiable","0","0.11"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ113^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ114^5.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ112^5.p","CounterSatisfiable","0","0.14"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ115^5.p","GaveUp","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ117^5.p","GaveUp","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ116^5.p","GaveUp","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\PHI\PHI003^8.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ118^5.p","GaveUp","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ119^5.p","GaveUp","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ120^5.p","GaveUp","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ121^5.p","CounterSatisfiable","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ122^5.p","GaveUp","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ123^5.p","GaveUp","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ124^5.p","GaveUp","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ125^5.p","GaveUp","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ126^5.p","GaveUp","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ136^1.p","GaveUp","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ137^1.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ140^1.p","GaveUp","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ140^2.p","GaveUp","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ141^1.p","Theorem","0","0.09"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ146^1.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ142^1.p","Theorem","0","0.17"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ149^13.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ127^5.p","Theorem","0","0.39"
"C:\TPTP\TPTP-v9.3.1\Problems\PHI\PHI004^8.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ154^1.p","GaveUp","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ150^18.p","Theorem","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA002^1.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA004^1.p","GaveUp","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\PHI\PHI005^1.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\PHI\PHI005^3.p","Timeout","0","10.05"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA003^1.p","GaveUp","0","0.39"
"C:\TPTP\TPTP-v9.3.1\Problems\PHI\PHI005^4.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\PHI\PHI005^8.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ086^1.p","Theorem","0","1.78"
"C:\TPTP\TPTP-v9.3.1\Problems\PHI\PHI006^5.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\PHI\PHI006^4.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\PHI\PHI007^5.p","Timeout","0","10.06"
"C:\TPTP\TPTP-v9.3.1\Problems\PHI\PHI007^4.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA012^1.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA011^1.p","Theorem","0","0.11"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ147^1.p","Theorem","0","1.35"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ148^1.p","Theorem","0","1.33"
"C:\TPTP\TPTP-v9.3.1\Problems\PLA\PLA053^15.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\PRO\PRO019^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\PRO\PRO021^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\PRO\PRO020^1.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\PRO\PRO022^1.p","Timeout","0","10.17"
"C:\TPTP\TPTP-v9.3.1\Problems\PRO\PRO023^1.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA009^1.p","GaveUp","0","2.38"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL002^1.p","Theorem","0","1.34"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL001^1.p","Theorem","0","1.53"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL003^1.p","Theorem","0","1.46"
"C:\TPTP\TPTP-v9.3.1\Problems\PRO\PRO024^1.p","Timeout","0","10.17"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL004^1.p","Theorem","0","1.36"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL005^1.p","Theorem","0","1.51"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL006^1.p","Theorem","0","1.42"
"C:\TPTP\TPTP-v9.3.1\Problems\PRO\PRO025^1.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL007^1.p","Theorem","0","1.57"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL008^1.p","Theorem","0","1.39"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL009^1.p","Theorem","0","1.48"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL010^1.p","Theorem","0","1.32"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL011^1.p","Theorem","0","1.44"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL013^1.p","Theorem","0","1.45"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL012^1.p","Theorem","0","1.53"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL014^1.p","Theorem","0","1.31"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL015^1.p","Theorem","0","1.45"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL016^1.p","Theorem","0","1.36"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL017^1.p","Theorem","0","1.42"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL018^1.p","Theorem","0","1.4"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL019^1.p","Theorem","0","1.42"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL020^1.p","Theorem","0","1.4"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL021^1.p","Theorem","0","1.48"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL022^1.p","Theorem","0","1.33"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL023^1.p","Theorem","0","1.39"
"C:\TPTP\TPTP-v9.3.1\Problems\PRO\PRO027^1.p","Timeout","0","10.26"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL024^1.p","Theorem","0","1.39"
"C:\TPTP\TPTP-v9.3.1\Problems\PRO\PRO028^1.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ031^5.p","Timeout","0","10.57"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ087^2.p","Timeout","0","10.19"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL026^1.p","Theorem","0","1.59"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL028^1.p","Theorem","0","1.45"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL025^1.p","Theorem","0","1.68"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ094^5.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ087^1.p","Timeout","0","10.22"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL027^1.p","Theorem","0","1.54"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL029^1.p","Theorem","0","1.45"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ098^5.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL030^1.p","Theorem","0","1.44"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL033^1.p","Theorem","0","1.35"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL032^1.p","Theorem","0","1.37"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL031^1.p","Theorem","0","1.42"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ143^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ144^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\PUZ\PUZ145^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA001^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL034^1.p","Theorem","0","1.32"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA005^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL035^1.p","Theorem","0","1.37"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL036^1.p","Theorem","0","1.37"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL038^1.p","Theorem","0","1.36"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL037^1.p","Theorem","0","1.38"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL040^1.p","Theorem","0","1.38"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA006^1.p","Timeout","0","10.06"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL039^1.p","Theorem","0","1.42"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL041^1.p","Theorem","0","1.43"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL043^1.p","Theorem","0","1.44"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA007^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA008^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL042^1.p","Theorem","0","1.58"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA010^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA013^1.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA015^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA014^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA016^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA017^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL044^1.p","Theorem","0","1.37"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL045^1.p","Theorem","0","1.31"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL048^1.p","Theorem","0","1.33"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL046^1.p","Theorem","0","1.35"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL047^1.p","Theorem","0","1.36"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL049^1.p","Theorem","0","1.34"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA018^1.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA019^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL050^1.p","Theorem","0","1.37"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL051^1.p","Theorem","0","1.34"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA020^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL052^1.p","Theorem","0","1.3"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL053^1.p","Theorem","0","1.33"
"C:\TPTP\TPTP-v9.3.1\Problems\QUA\QUA021^1.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET002^3.p","Theorem","0","0.42"
"C:\TPTP\TPTP-v9.3.1\Problems\SCT\SCT171^2.p","Theorem","0","0.5"
"C:\TPTP\TPTP-v9.3.1\Problems\SCT\SCT171^3.p","Theorem","0","0.46"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET002^7.p","Theorem","0","0.15"
"C:\TPTP\TPTP-v9.3.1\Problems\SCT\SCT171^1.p","Theorem","0","0.58"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET002^4.p","Theorem","0","0.27"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL057^1.p","Theorem","0","1.29"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL054^1.p","Theorem","0","1.31"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL059^1.p","Theorem","0","1.26"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL058^1.p","Theorem","0","1.28"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL056^1.p","Theorem","0","1.31"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL055^1.p","Theorem","0","1.32"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET008^5.p","Theorem","0","0.06"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET009^5.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL060^1.p","Theorem","0","1.31"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL061^1.p","Theorem","0","1.29"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET004^4.p","Theorem","0","0.13"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET010^5.p","Theorem","0","0.07"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET011^5.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL063^1.p","Theorem","0","1.27"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET014^4.p","Theorem","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET014^5.p","Theorem","0","0.11"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL062^1.p","Theorem","0","1.34"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET017^1.p","Theorem","0","0.13"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL064^1.p","Theorem","0","1.33"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET027^3.p","Theorem","0","0.16"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL065^1.p","Theorem","0","1.26"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET027^5.p","Theorem","0","0.17"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET019^4.p","Theorem","0","0.19"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET027^7.p","Theorem","0","0.17"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET043^5.p","Theorem","0","0.16"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL066^1.p","Theorem","0","1.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET044^23.p","Theorem","0","0.17"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET045^5.p","GaveUp","0","0.2"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET044^5.p","Theorem","0","0.2"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET046^5.p","Theorem","0","0.19"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL068^1.p","Theorem","0","1.22"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL067^1.p","Theorem","0","1.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET047^1.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL069^1.p","Theorem","0","1.27"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET062^5.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET055^12.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET062^6.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET063^5.p","Theorem","0","0.19"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET063^4.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET066^1.p","Theorem","0","0.2"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET067^1.p","Theorem","0","0.2"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET062^7.p","Theorem","0","0.27"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET076^1.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET086^1.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\RAL\RAL070^1.p","Theorem","0","1.38"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET096^1.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET143^3.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET143^5.p","Theorem","0","0.2"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET159^5.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET045^7.p","Theorem","0","0.41"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET162^5.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET144^5.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET169^5.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET171^3.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET171^5.p","Theorem","0","0.2"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET173^5.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET175^5.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET183^5.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET185^5.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET194^5.p","Theorem","0","0.2"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET196^5.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET199^5.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET200^5.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET201^5.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET557^1.p","GaveUp","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET557^6.p","GaveUp","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET574^20.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET576^7.p","Theorem","0","0.26"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET580^3.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET579^3.p","Theorem","0","0.26"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET580^5.p","Theorem","0","0.26"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET582^5.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET584^5.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET585^5.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET583^7.p","Theorem","0","0.27"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET586^5.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET587^5.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET588^5.p","Theorem","0","0.26"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET589^5.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET590^5.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET591^5.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET592^5.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET593^5.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET594^5.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET595^5.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET596^5.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET597^5.p","GaveUp","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET599^5.p","Theorem","0","0.2"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET598^5.p","GaveUp","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET600^5.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET601^3.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET601^5.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET603^5.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET604^5.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET605^5.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET606^3.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET606^5.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET607^3.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET607^5.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET608^5.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET609^3.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET609^5.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET610^5.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET611^3.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET611^5.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET612^3.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET612^5.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET613^5.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET614^3.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET614^5.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\SET\SET615^3.p","Theorem","0","0.23"
