"File","SZS","ExitCode","Seconds"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP087^1.p","Theorem","0","0.29"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP087^2.p","Theorem","0","0.32"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP050^2.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP086^2.p","Theorem","0","0.32"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP088^1.p","Theorem","0","0.33"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP088^2.p","Theorem","0","0.37"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP060^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP060^2.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP061^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP062^2.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP061^2.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP065^2.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP066^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP066^2.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP095^1.p","Theorem","0","3.69"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP094^1.p","Theorem","0","3.74"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP094^2.p","Theorem","0","3.74"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP095^2.p","Theorem","0","0.73"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP096^2.p","Theorem","0","0.64"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP097^2.p","Theorem","0","0.57"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP097^1.p","Theorem","0","0.59"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP067^1.p","Timeout","0","10.17"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP067^2.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP071^2.p","Timeout","0","10.18"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP072^1.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP072^2.p","Timeout","0","10.06"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP100^1.p","Theorem","0","4.3"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP101^2.p","Theorem","0","4.22"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP101^1.p","Theorem","0","4.32"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP075^2.p","Timeout","0","10.3"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP075^1.p","Timeout","0","10.31"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP076^1.p","Timeout","0","10.32"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP104^1.p","Theorem","0","2.74"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP104^2.p","Theorem","0","1.69"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP105^1.p","Theorem","0","0.78"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP079^2.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP078^1.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP076^2.p","Timeout","0","10.36"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP105^2.p","Theorem","0","0.26"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP106^1.p","Theorem","0","0.31"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP107^2.p","Theorem","0","0.35"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP108^1.p","Theorem","0","0.3"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP107^1.p","Theorem","0","0.35"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP108^2.p","Theorem","0","0.27"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP106^2.p","Theorem","0","0.42"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP110^2.p","Theorem","0","1.51"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP089^1.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP089^2.p","Timeout","0","10.18"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP090^1.p","Timeout","0","10.19"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP090^2.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP091^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP114^2.p","Theorem","0","1.47"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP113^2.p","Theorem","0","1.48"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP114^1.p","Theorem","0","1.47"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP091^2.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP115^1.p","Theorem","0","0.2"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP115^2.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP092^1.p","Timeout","0","10.19"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP093^2.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP093^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP092^2.p","Timeout","0","10.18"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP117^1.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP118^2.p","Theorem","0","1.94"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP119^1.p","Theorem","0","1.93"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP118^1.p","Theorem","0","1.94"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP119^2.p","Theorem","0","1.93"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP121^1.p","Theorem","0","1.85"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP123^1.p","Theorem","0","1.73"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP120^1.p","Theorem","0","1.92"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP122^2.p","Theorem","0","1.79"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP122^1.p","Theorem","0","1.82"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP121^2.p","Theorem","0","1.85"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP120^2.p","Theorem","0","1.86"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP123^2.p","Theorem","0","0.13"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP124^1.p","Theorem","0","0.2"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP124^2.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP125^1.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP117^2.p","Theorem","0","2.53"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP096^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP127^1.p","Theorem","0","1.36"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP098^1.p","Timeout","0","10.05"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP128^1.p","Theorem","0","1.43"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP128^2.p","Theorem","0","1.42"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP098^2.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP099^1.p","Timeout","0","10.06"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP130^1.p","Theorem","0","1.6"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP131^1.p","Theorem","0","1.24"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP132^2.p","Theorem","0","0.4"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP131^2.p","Theorem","0","0.53"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP132^1.p","Theorem","0","0.42"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP130^2.p","Theorem","0","1.56"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP100^2.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP099^2.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP102^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP135^2.p","Theorem","0","0.17"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP102^2.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP136^1.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP135^1.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP136^2.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP103^1.p","Timeout","0","10.2"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP103^2.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP139^1.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP140^1.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP142^1.p","Theorem","0","0.26"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP144^1.p","Theorem","0","0.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP140^2.p","Theorem","0","0.56"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP142^2.p","Theorem","0","0.45"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP145^1.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP137^2.p","Theorem","0","3.34"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP109^1.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP110^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP109^2.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP111^1.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP111^2.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP112^1.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP112^2.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP113^1.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP150^1.p","Theorem","0","0.33"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP146^1.p","Theorem","0","4.29"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP151^1.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP151^2.p","Theorem","0","0.19"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP149^2.p","Theorem","0","0.91"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP152^1.p","Theorem","0","0.27"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP146^2.p","Theorem","0","2.45"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP153^1.p","Theorem","0","0.28"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP154^1.p","Theorem","0","0.16"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP153^2.p","Theorem","0","0.43"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP152^2.p","Theorem","0","0.55"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP116^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP116^2.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP154^2.p","Theorem","0","0.39"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP156^1.p","Theorem","0","0.18"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP125^2.p","Timeout","0","10.21"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP126^2.p","Timeout","0","10.2"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP126^1.p","Timeout","0","10.22"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP127^2.p","Timeout","0","10.21"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP129^1.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP129^2.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP159^1.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP160^1.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP161^1.p","Theorem","0","0.26"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP162^1.p","Theorem","0","0.28"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP163^1.p","Theorem","0","0.32"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP133^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP133^2.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP134^1.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP134^2.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP164^1.p","Theorem","0","0.28"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP137^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP166^1.p","Theorem","0","0.19"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP138^2.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP139^2.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP138^1.p","Timeout","0","10.22"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP141^2.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP141^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP166^2.p","Theorem","0","0.36"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP143^1.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP143^2.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP168^2.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP169^1.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP168^1.p","Theorem","0","0.35"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP169^2.p","Theorem","0","0.28"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP170^2.p","Theorem","0","0.18"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP149^1.p","Theorem","0","6.05"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP170^1.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP144^2.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP145^2.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP173^1.p","Theorem","0","0.27"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP174^1.p","Theorem","0","0.27"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP175^1.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP176^2.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP177^1.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP175^2.p","Theorem","0","0.49"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP171^1.p","Theorem","0","1.8"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP177^2.p","Theorem","0","1.13"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP179^1.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP180^1.p","Theorem","0","0.26"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP180^2.p","Theorem","0","0.75"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP181^1.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP171^2.p","Theorem","0","4.02"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP147^1.p","Timeout","0","10.19"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP148^1.p","Timeout","0","10.19"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP147^2.p","Timeout","0","10.22"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP182^1.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP148^2.p","Timeout","0","10.25"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP150^2.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP183^1.p","Theorem","0","0.29"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP184^1.p","Theorem","0","0.31"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP183^2.p","Theorem","0","0.35"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP182^2.p","Theorem","0","0.44"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP184^2.p","Theorem","0","0.37"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP185^1.p","Theorem","0","0.36"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP185^2.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP186^2.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP186^1.p","Theorem","0","0.29"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP187^1.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP188^1.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP187^2.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP188^2.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP189^1.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP190^1.p","Theorem","0","0.21"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP191^1.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP189^2.p","Theorem","0","0.33"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP190^2.p","Theorem","0","0.32"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP192^1.p","Theorem","0","0.27"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP191^2.p","Theorem","0","0.34"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP193^1.p","Theorem","0","0.23"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP192^2.p","Theorem","0","0.31"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP155^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP196^1.p","Theorem","0","0.12"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP155^2.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP157^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP196^2.p","Theorem","0","0.15"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP156^2.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP157^2.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP158^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP199^1.p","Theorem","0","0.22"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP199^2.p","Theorem","0","0.25"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP200^1.p","Theorem","0","0.27"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP200^2.p","Theorem","0","0.48"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP202^1.p","Theorem","0","0.24"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP198^2.p","Theorem","0","1.73"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP203^1.p","Theorem","0","0.28"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP158^2.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP159^2.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP160^2.p","Timeout","0","10.18"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP204^1.p","Theorem","0","0.19"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP204^2.p","Theorem","0","0.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP161^2.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP202^2.p","Theorem","0","1.42"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP162^2.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP163^2.p","Timeout","0","10.19"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP203^2.p","Theorem","0","1.18"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP165^1.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP164^2.p","Timeout","0","10.21"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP165^2.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP167^1.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP167^2.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP172^1.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP172^2.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP173^2.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP174^2.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP209^1.p","Theorem","0","0.1"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP209^2.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP209^3.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP209^4.p","Theorem","0","0.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP176^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP178^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP178^2.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP179^2.p","Timeout","0","10.17"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP181^2.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP206^1.p","Theorem","0","6.57"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP206^3.p","Theorem","0","6.85"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP193^2.p","Timeout","0","10.13"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP194^1.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP194^2.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP195^1.p","Timeout","0","10.11"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP195^2.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP197^1.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP198^1.p","Timeout","0","10.16"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP197^2.p","Timeout","0","10.17"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP201^1.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP201^2.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP205^1.p","Timeout","0","10.15"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP205^2.p","Timeout","0","10.14"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP206^2.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP206^4.p","Timeout","0","10.12"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP207^1.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP207^2.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP207^3.p","Timeout","0","10.17"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP208^1.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP207^4.p","Timeout","0","10.19"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP208^2.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP208^3.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP208^4.p","Timeout","0","10.1"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP210^1.p","Timeout","0","10.08"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP210^2.p","Timeout","0","10.07"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP210^3.p","Timeout","0","10.09"
"C:\TPTP\TPTP-v9.3.1\Problems\ITP\ITP210^4.p","Theorem","0","10.09"
